"longitude","latitude","time","value"
-66.125,-42.625,12784,3.30123138427734
-65.875,-42.625,12784,2.05512666702271
-65.625,-42.625,12784,0.153694540262222
-65.125,-42.625,12784,0.757531642913818
-64.875,-42.625,12784,3.16259503364563
-64.125,-42.625,12784,0.110947825014591
171.125,-42.625,12784,7.50536060333252
171.375,-42.625,12784,8.92070388793945
171.625,-42.625,12784,2.72154092788696
-69.875,-42.375,12784,0.0619916059076786
-69.625,-42.375,12784,0.0257605966180563
-69.375,-42.375,12784,0.158263623714447
-69.125,-42.375,12784,0.481854528188705
-68.875,-42.375,12784,1.53513956069946
-68.625,-42.375,12784,1.45596325397491
-68.375,-42.375,12784,0.681737899780273
-68.125,-42.375,12784,0.616808950901031
-67.875,-42.375,12784,0.226526528596878
-67.625,-42.375,12784,0.0461110435426235
-67.375,-42.375,12784,0.107059150934219
-67.125,-42.375,12784,0.371799170970917
-66.875,-42.375,12784,0.26502788066864
-66.625,-42.375,12784,3.64927911758423
-66.375,-42.375,12784,3.79353260993958
-66.125,-42.375,12784,2.27275347709656
-65.125,-42.375,12784,0.763756096363068
-64.875,-42.375,12784,0.398941040039062
-64.375,-42.375,12784,2.86494064331055
173.375,-42.375,12784,0.429602116346359
-69.375,-42.125,12784,0.253442883491516
-69.125,-42.125,12784,0.265028387308121
-68.875,-42.125,12784,1.0263010263443
-68.625,-42.125,12784,0.799522995948792
-68.375,-42.125,12784,0.535194277763367
-68.125,-42.125,12784,1.35255908966064
-67.875,-42.125,12784,0.269609034061432
-67.625,-42.125,12784,0.756828308105469
-67.375,-42.125,12784,0.2235386967659
-66.125,-42.125,12784,0.387270539999008
-65.875,-42.125,12784,0.100367106497288
-65.625,-42.125,12784,0.658175885677338
-65.375,-42.125,12784,2.5621166229248
-65.125,-42.125,12784,5.57946825027466
-64.875,-42.125,12784,4.63050508499146
-69.125,-41.875,12784,0.534277319908142
-68.875,-41.875,12784,2.02515029907227
-68.625,-41.875,12784,1.12121820449829
-68.375,-41.875,12784,1.4825804233551
-68.125,-41.875,12784,1.87580275535583
-67.875,-41.875,12784,1.30838012695312
-67.625,-41.875,12784,2.18849658966064
-67.375,-41.875,12784,2.76765418052673
-67.125,-41.875,12784,1.96624684333801
-66.875,-41.875,12784,0.365309327840805
-66.125,-41.875,12784,0.288357317447662
-65.875,-41.875,12784,1.47474050521851
-65.625,-41.875,12784,1.86267912387848
-65.375,-41.875,12784,1.97099757194519
-65.125,-41.875,12784,2.30764150619507
-69.125,-41.625,12784,0.274086445569992
-68.875,-41.625,12784,0.578307747840881
-68.625,-41.625,12784,1.19510221481323
-68.375,-41.625,12784,1.62516629695892
-68.125,-41.625,12784,1.25456273555756
-67.875,-41.625,12784,1.78890836238861
-67.625,-41.625,12784,1.85149157047272
-67.375,-41.625,12784,1.83852910995483
-67.125,-41.625,12784,0.133470758795738
-66.875,-41.625,12784,0.277590066194534
-66.625,-41.625,12784,0.121769234538078
-65.875,-41.625,12784,1.41885602474213
-65.625,-41.625,12784,2.52778053283691
-65.375,-41.625,12784,2.07770299911499
-65.125,-41.625,12784,2.16600847244263
-69.125,-41.375,12784,0.0406424328684807
-68.875,-41.375,12784,0.217570528388023
-68.625,-41.375,12784,0.797898650169373
-68.375,-41.375,12784,0.483139723539352
-68.125,-41.375,12784,0.308416545391083
-67.875,-41.375,12784,0.344901621341705
-67.625,-41.375,12784,0.510619401931763
-67.125,-41.375,12784,0.0720826461911201
-66.875,-41.375,12784,0.247393697500229
-65.875,-41.375,12784,1.27041506767273
-65.625,-41.375,12784,3.14541411399841
-65.375,-41.375,12784,3.53144145011902
-65.125,-41.375,12784,3.15560126304626
-67.625,-41.125,12784,0.23014897108078
-67.375,-41.125,12784,0.14586241543293
-67.125,-41.125,12784,0.356424361467361
-66.875,-41.125,12784,0.545538663864136
-66.625,-41.125,12784,0.370647728443146
-66.375,-41.125,12784,0.174489572644234
-65.625,-41.125,12784,1.17758595943451
-65.375,-41.125,12784,2.41355466842651
-65.125,-41.125,12784,2.80109262466431
-67.875,-40.875,12784,0.132679745554924
-67.625,-40.875,12784,0.358156353235245
-64.875,-40.625,12784,0.591339111328125
-64.625,-40.625,12784,0.157368376851082
-64.125,-40.625,12784,1.89612209796906
-63.875,-40.625,12784,0.128387153148651
-71.375,-40.375,12784,0.469973742961884
-71.125,-40.375,12784,2.08769631385803
-64.875,-40.375,12784,0.513123273849487
-64.625,-40.375,12784,0.281117290258408
-64.375,-40.375,12784,0.359966576099396
-64.125,-40.375,12784,0.81232225894928
-73.625,-40.125,12784,0.679366290569305
-72.125,-40.125,12784,0.52609395980835
-71.875,-40.125,12784,1.32476091384888
-71.625,-40.125,12784,2.1676013469696
-71.375,-40.125,12784,3.17320346832275
-71.125,-40.125,12784,4.31050205230713
-70.875,-40.125,12784,2.72772312164307
-70.625,-40.125,12784,0.406459838151932
-64.625,-40.125,12784,0.33265808224678
-64.375,-40.125,12784,1.44822549819946
-64.125,-40.125,12784,0.502854764461517
-73.625,-39.875,12784,1.38325071334839
-72.625,-39.875,12784,0.715894222259521
-72.375,-39.875,12784,3.20183563232422
-72.125,-39.875,12784,4.44049787521362
-71.875,-39.875,12784,4.79897117614746
-71.625,-39.875,12784,4.86161661148071
-71.375,-39.875,12784,5.65879678726196
-71.125,-39.875,12784,4.86571025848389
-70.875,-39.875,12784,4.32033348083496
-70.625,-39.875,12784,1.94695389270782
-69.625,-39.875,12784,0.136735618114471
-73.375,-39.625,12784,1.95601952075958
-73.125,-39.625,12784,0.73581999540329
-72.875,-39.625,12784,0.138279020786285
-72.625,-39.625,12784,4.24126482009888
-72.375,-39.625,12784,5.36916542053223
-72.125,-39.625,12784,5.79163885116577
-71.875,-39.625,12784,5.63007688522339
-71.625,-39.625,12784,6.57285499572754
-71.375,-39.625,12784,6.84798145294189
-71.125,-39.625,12784,5.30100774765015
-70.875,-39.625,12784,5.46475648880005
-70.625,-39.625,12784,3.16654205322266
-69.125,-39.625,12784,0.610064148902893
-72.875,-39.375,12784,0.153774783015251
-72.625,-39.375,12784,4.40169906616211
